userName,score,at,content
On Bold,5,10/26/2024 11:36,"Tiap kali menang game otomatis forceclose keluar aplikasi terus, kecuali kalo saya kalah main malah ga keluar"
andika megah awan,1,10/26/2024 6:26,"Sistem gatcha nya jangan terlalu berat lah, udh banyak habis uangku bangke, aku pengen ambil Border cuma pengan hadiah itu di event stiker dan cuma karena stiker sampah mu yang sengaja kau persulit"
Nur Faizah,1,10/25/2024 17:41,"Gua pertama kali maen game ini 2015 game nya masih bagus, vakum lumayan lama sekarang gua download lagi,nah ko jadi game sampah? Banyak iklan nyaaaaa. Gila game bagus bagus ga di rawat"
Indah Dwi Kharisma,1,10/25/2024 10:53,Sering ter froce close sendiri atau kaluar dari aplikasi. Padahal tidak ada kendala apapun dari prangkat mau pun jaringan. Tolong di perbaiki jangan hanya fokus ke event tapi juga pada bug di game.
Deka Ayu,1,10/25/2024 9:33,"Setiap main game kalau Win sering keluar dari aplikasi sendiri. Ya gimana yaa baru main satu round jadi udah malas, kalau mau main game login lagi login lagi😪"
Emily RF,2,10/25/2024 7:18,Kenapa login keluar terus ya? Keluar sendiri Sdh berhari2 sejak update tidak bisa main sama sekali
Zoe Bolang,5,10/25/2024 4:04,Kenapa ada Bug Login selalu mental jika menggunakan wifi sedangkan memakai data baru bisa login jadi kurang bisa menikmati jika tanpa wifi sedangkan zaman sudah banyak menggunakan wifi.... Tolong lakh devloper perbaikin soal bug wifi & permudah playernya
Sapphira Cyndonia,3,10/25/2024 2:05,Gw main game ini sebelum karakter evo dan legend muncul asli banyak banget karakter gk ngotak di tambah perdant nya op op lagi sama sekarang nyari dm lumayan susah lagi
Afrilia Rahma,2,10/24/2024 18:03,di perbaiki lagi donggggg settingan matchnyaaaa lawannya yang sepadan baru juga dwlnd kemaren udah di kasi lawan yang udah level tinggi
Bash Simianline,1,10/24/2024 15:59,"Game gak ngotak!,masa iya lawan sekali putaran langsung menang?"
Dika Rahmansyah,1,10/24/2024 14:50,"Hei LGR kenapa gw log in kena bug mulu,sih setiap kali mau log in keluar trs tolong di perbaiki atau saya pindah ke game sebelah gmn sih mikirin upgrade tapi bug gk dipikirin server nya ini,perbaikin force bug nya atau saya hapus game ini bagaimana ada bug di perbaikin malah di bikin tambah parah game babi emang"
Adi Kurniawan,1,10/24/2024 12:09,kok sekarang banyak iklannya ya? sangat mengganggu sekali
Azmi Chaaan,1,10/23/2024 19:22,"Not recommended banyak bug, rate ampas, buat yang baru main dan nggk jajan/top up kerasa banget p2w, kebanyakan update cuma jualan benerin bug juga kagak, kapan mau tutup game lu satt!!!"
Aji Citro,1,10/23/2024 14:28,"Ini akan dijelaskan kenapa bintang 1. Pertama tolong di perbaiki untuk bug yang sering terjadi seperti saat Win/Lose block di mode Survival, Aktif pendant di Snowland atau apapun itu. Kedua Tolong diperjelas untuk sistem matchmaking dari player, iyakah pemain pemula lebih sering ketemu sesepuh yang udah pendant Dark sedangkan yg lain masih pendant basic dari Drop pendant Premium. Ketiga untuk drop rate dari setiap item ayolah di up lagi. Disuruh jajan terus mau gimana komunitas nya. Makasih🙏"
Nur Fianty,2,10/23/2024 12:24,Kemarin² gamenya bagus tp skrg malah keluar² sendiri ga bisa dimainin gamenya
Ahmad mpit,1,10/22/2024 15:43,"apaan dikit""iklan dikit""iklan perasaan dulu ngga ada iklan""gini"
Paksi Adi Pamula,2,10/22/2024 14:15,untuk event stiker di gampangin min .. males spam sampe brapa ribu diamond ga pernah dapet hilda b3 .. gmna sih ..
Agung Febrian,3,10/22/2024 12:10,"tolong di perbaiki bug saat login, setiap mau login pasti keluar terus, sangat miris"
muhammad reza aprilian,1,10/22/2024 5:44,"ini pas buka lagi login kenapa keluar terus? berkali² nyoba keluar terus padahal game gensin aja kuat dihp gw kenapa ini kgk lucu bener ini game hadeuh, niat maen malah marah² karna keluar terus"
Rose Mary,2,10/22/2024 5:35,Tolong diperbaiki tidak bisa upgrade kartu
Liya Priadi,1,10/22/2024 1:46,"Min udh keluar masuk 10x ini tolong bug ny di baikin, ngk sabaran lama2 uninstall nih game"
Andika Dwi S,1,10/21/2024 10:26,kenapa ngcrush terus sih kok gak kyk dlu game ini ya..tolong d perbaiki
Githa Yudha,3,10/21/2024 8:46,"Kenapa tiba2 ke logut sendiri ya?, padahal lg happy2 nya bisa main lets get rich ini lg 😩"
Arafi Febriansyah,1,10/21/2024 8:10,"karakter dan pendant lawan terlalu overpower, tidak adil untuk pemain baru!"
Ninoy Rog7,1,10/20/2024 23:47,"Getrich sekarang trlalu imba,ga belent.. kaya nya harus beli dlu supaya bisa imbang.. Game lama kok.. UUD juga.. ujung2 nya duit, beli ini lah itu lah.. bukan buat fun Kya dlu.. SAMPAH GAME INI SRKARANG.."
ROHMAN SUPREME,4,10/20/2024 11:09,Hallo Admin ini kenapa ada bug saya mau main di map baru atau yg lain di update baru tapi kok gk bisa masuk malah loading doang ya tolong di perbaiki lg Min. TERIMA KASIH
Ga Mez,1,10/19/2024 8:41,"Parah gak pernah menang, klo update game jangan terlalu sempurna malas mainnya. Baru mulai, belum jalan aja Uda kalah. Uda gitu yg karakter +perdantnya bagus, juga gak tau diri. Cari lawan yg lemah lemah, yg pemula ma kabur semua .apa sie yg di incer gak ada sensasi nya sama skali mainnya, klo ketemu yg gak mungkin menang klo ada menu out, gw lgsg out aja, Uda malas kagak seru. Biarkan yg gila, main sama yg gila, biar mainnya sampai stroke muntah darah, jangan dicampur sama pemula Delete ja game"
Kresna Bayu wirawan,1,10/19/2024 4:38,Tolong knp sering keluar mulu ya masuk game malah mental mulu ya bener kya kecewa saya pengen uninstall game ini pensi rasanya😠😠😠
Star Mini,1,10/19/2024 2:28,"Jangan instal, masak pemain baru lawannya langsung susah sekali dengan skill pendant yg ngga masuk akal. Harusnya sistem mancarikan lawan yang sepadan, supaya permainan berjalan menarik"
Putra Putra,3,10/18/2024 15:33,"Gamenya makin kesini makin susah masuknya, kadang suka keluar sendiri"
Arifaldi Azhar (Arief),1,10/18/2024 13:57,"Game mati, P2W, lawan tidak sesuai rank, ketemu pemain kuat trus mau di economy pun sama, lv 30 lawan lv 1 padahal baru daftar"
rama rizky,5,10/18/2024 9:55,"Mau come back lg tpi login lewat fb udh gbisa ,mau lewat nomer ilang ,jdi skip aja lah"
Muhammad Nur Husaini,1,10/18/2024 9:05,"Habis update ko belom di perbaiki si ya, tolong perbaiki lah setiap menang tutup aplikasi terus nih"
Felix Cie,1,10/18/2024 7:08,Tolong di perbaiki bug keluar aplikasi ny
Chandra bassar Ramadhan,1,10/18/2024 6:37,Kalau kasih event yang bisa kekejar gm Jangan dipersulit jangan update mulu susah kekejar event
Creeper GmG,2,10/18/2024 0:31,"dlu pas main lancar,sekarng keluar sendir.mohon segera di perbaiki"
herryanto wijaya,1,10/17/2024 11:51,"Iklan nya terlalu banyak,sama aja nonton iklan bukan main game"
Muhammad Rida Noepal,3,10/17/2024 5:59,Masih banyak bug apalagi pas main duo sering stuck loading.
Muhammad Faisal,4,10/17/2024 2:00,"Dear developer's, sejujurnya game ini sangat bagus dan menarik untuk dimainkan,namun sistem matching yang kurang seimbang,harga event yang kian lama kian menaik tentunya mempengaruhi tingkat ketertarikan kami sebagai para pengguna aplikasi ini, seandainya sistem ini diperbaiki dan di berikan perhatian lebih mungkin game ini akan mengalami masa jayanya seperti dulu ketika awal awal rilis"
Honkai Gamer,1,10/17/2024 1:50,parah servernya nambah parah aja jadi lelet responnya ama lebih mending desain lama di banding sekarang yg malahan jelek ama bgm nya kegedean di banding suara yg lain
Rizal Hamdani,2,10/16/2024 22:07,"Tolong bug jaringan wifi nya di benerin, setiap make wifi selalu terpental dari game,kalo make data seluler kok engga pdahal jaringan wifi nya lancar TPI terpental trus tolong min🙏"
Rizki Setyawan,1,10/16/2024 18:22,Setiap kali menang pasti selalu keluar sendiri game nya. Pas masuk lagi lama lagi nunggu nya. Hadehh cape bolak balik login nya doang.!
Roy Prandika,3,10/16/2024 16:46,"#.Saran untuk di repam semua karakter dan pendat untuk di turunkan persentase aktif nya, Supaya game nya terlihat lebih hidup Saya merasa game ini sangat bagus,Tetapi hanya chance terlalu dominan hingga skill melempar juga hilang,dan membuat pemain cepat bosan. Saya harap tim developer segera menyeimbangkan permainan."
Dani,1,10/16/2024 13:27,"Game gak jelas event stiker di majuin 2 Minggu mau lu apasih GM.DM dikit kompensasi skil nge bug aj dikit bgt, rate event gak ngotak, hadiah web event dikit,rate event pandant minimal 20k DM ini game gmn sih gmn mau ada peminat kalo gini terus. player yg setia di php in Mulu .cuan Mulu pikiran nya inget GM(DUNIA SEMENTARA AKHIRAT SELAMANYA)😡 AKU KASIH BINTANG 5 KALO KOMPENSASI NYA BAGUS DAN GAK ITU ITU AJA GW UDAH MAIN LGR UDAH BERTAHUN TAHUN DAN AKU SUKA BGT AMA GAME INI PLIS LA KOMPENSASINYA"
no one,4,10/16/2024 10:18,"tolong untuk developer. sebenernya game ini bagus banget tapi matchnya tolong lebih adil lagi, ga seru banget klo lawannya op sampe kita ga dikasi turn tiba tiba uda kalah.. tolong ya untuk developer diperbaiki lagi"
Setianto Ananta,1,10/16/2024 4:22,"Game sering force close sendiri Tolong dong di perbaiki!!! Jangan update karakter ato map dulu Sistemnya juga diperhatikan, tiap mau main force close mulu"
Izza Nurkhalida,1,10/15/2024 18:45,Salah satu pemain comeback yang kecewa dengan LGR sekarang. 1) Tampilan game ribet. 2) Ada iklan. 3) Tidak ada map lama yang dulu kumainkan. 4) Karakter yang kupakai gagah² dan cantik² tapi karakter chibi yang ditampilkan malah dennis.
Windar Nugroho,1,10/15/2024 17:24,Udah nda seru ky dulu. Sekarang udh nda bs main pke wifi. Hrs pke kuota. Dan boros tiap 2-3 hr pasti update. Dan lawannya nda sebanding. kebanyakan akun dgn nama aneh.. Apakah boot ato apalah itu. 20x maen 19x kalah..😢..
Adi Setiadi,4,10/15/2024 16:28,"Bikin sistem match yg bener dong, pisah antara p2w dan f2p. Sangat meresahkan kalo f2p yang karakternya & pendant apa adanya vs p2w yg udah jelas bakal win. Mau se op apapun karakter & pendant f2p bakal kalah ama yg p2w."
Dekisugi,1,10/15/2024 13:32,"Setelah di update, aplikasi tidak bisa dibuka (close sendiri sebelum tekan start game)"
Dede Nht,1,10/15/2024 7:15,Game sampah. Pay to win. Gak guna. Gak ada fair play. Developer gak punya otak buat pendant . Mending hapus aja game ni. Mending bubar aja developernya
Thomas Aww,1,10/15/2024 6:20,"game apa sih ini kalo ga mental ya force close,lu pegawai netmarble benerin gak daripada kantor netmarble gua obrak abrik nih"
No Name,1,10/14/2024 20:10,Saran aja sih ya. Game ini GK ramah bgt buat new player. Gw main beberapa match dan ketemunya sama org2 dg pendant dan kartu terbaru yg bisa d katakan op. Event ngasih DM bnyak tpi harus maen dulu. Dan maennya ketemu sama player2 yg koleksi kartu dan pendantnya udah banyak.
irwan sunarya,1,10/14/2024 18:36,Game nya sih ok...tapi yg gak asik nya terlalu banyak karakter yg gak masuk di akal..masak belum giliran sudah bangkrut saja
1485 Dimas Pradanu,1,10/14/2024 6:00,"Sering keluar sendiri, tidak bisa bermain game"
dwi bayu96,1,10/14/2024 5:54,"saya pemain getrich pas 2015,sekarang mau nyoba main lagi tapi udah bener"" berubah.pendant dan hero ga masuk akal.tolong ubah,minimal pemula jangan langsung lawan player tinggi.asli nih game tolol banget,inti nya lo ga ounya uang auto kalah"
Ivan Egy,1,10/14/2024 2:25,Tolong untuk diperbaiki masalah score di world raid.. saya sudah bermain menggunakan diamond tetapi score saya tidak menambah di papan score..
AwakenHatta,1,10/14/2024 2:08,Ini kenapa ya Getrich ForceClose trus setiap login pdahal hp saya kuat membabat game game berat?? Ayolah perbaiki ini game
Ci Patrick,1,10/14/2024 1:28,"Gak jelas banget, HP kentang juga kagak tapi gamenya ngecrash mulu anj"
Aji Saepul,1,10/13/2024 23:43,Dulu bagus nih apk kok makin kesini makin banyak iklan sih?
Made Dwipayana,1,10/13/2024 21:21,"Stlah di update Tidak bisa main keluar sendiri, dan Game Get Rich sekarang tidak seperti yang dulu menangnya susah sekali, seharusnya untuk settingan gamenya terutama untuk bagian matchnya diberikan lawan yang sepadan supaya adil, saya berharap supaya gamenya seprti dulu"
Otniel Tambunan,1,10/13/2024 16:08,Tolong perbaiki sistem ketika mabar soalnya sering kepental ketika ketemu musuh
Jesaya Karyelhas Hasugian,1,10/13/2024 10:43,Karakter banyak yg ga ngotak skill nya... Apalagi (legendary) water festival the ocean... Masa bisa merubah landmark jdi milik dia... Ga guna dong beli landmark... Sangat tidak masuk akal...permainan menguras emosi... Cuihhh!!!
Prayogo Aji Pangestu,1,10/13/2024 8:58,"masih diperhatiin developer kalo ngeliat dari updatenya yang rutin, tapi ntah pada sengaja tutup mata atau gimana setelah dikritik berkali kali pun masalahnya masih sama,matchmaking ngawur & optimisasi Card+Pandent barunya ga ngotak khas Netmarble banget.( gw biasanya paling anti yang namanya jual beli akun karena itu bisa ngerugiin developernya tapi khusus buat yang satu ini mending beli akun buat newbie/sepuh comeback percaya ama gw cuma bakal disiksa kalo main pake akun baru/kadaluarsa )"
Fajar Muhamad,5,10/12/2024 12:33,saat main fc melulu benerin donk bug nya ini ngeganggu player ini
Wartini,1,10/12/2024 11:07,"Setelah update berapa hari ini sering force close, kenapa??? Jd tdk bisa main & kumpulin stiker yang waktunya terbatas.😢"
Irma Fitria,3,10/12/2024 10:22,"Makin banyak character dan pendant yg diluar nurul, belum jg lempar dadu udah kalah sering dapat lawan yg nggak seimbang🤣🤣"
Nyak Yan,1,10/12/2024 10:15,"Gak ada logikanya permainan di buat, rumusnya semakin kuwat jilat dia yg akan di menangkan"
IZD 7,1,10/12/2024 5:03,"Tiap main lawan tidak sebanding, lebih bnyak ktmu lawan yang kuat. Harusnya level yg d lawan minimal sma."
Airlangga Rizky Parayungan,1,10/12/2024 4:35,Ini game knp yah setelah di update jdi bug terus setiap mau login keluar terus pdhl udh update ke 2X semenjak bug pdhl hp saya Oppo a9 2020 ms iya udh gk kuat gk mungkin bgt. Byk yg mengeluh bknya di perbaiki mlh ttp sm aja tanpa ada penjelasan apakah ini game mau di tutup mknya jdi ada bug begtu?
Marko Yahya112,5,10/12/2024 2:03,"Gamenya bagus cuman knp ya sekarang klo mau masuk harus di pancing pake data dlu untuk bisa login.pas pake wifi keluar² Mulu,tolong dong developer gw mau maen pake wifi tolong di perbaiki ya terimakasih."
razhan andhika,1,10/12/2024 1:40,"Hbis di instal , gk bisa msuk ke dlam game selalu keluar sendiri"
Sugi yanto,1,10/12/2024 0:08,Sumpah kesel banget sekarang banyak iklan jadi nyesel download lagi kalo banyak iklan kaya gini
Bimo Rahmadi,3,10/12/2024 0:03,"Kalo menang auto keluar, kalo kalah masih di game gimana sih nie game"
fathur rahman al jadid,1,10/11/2024 13:46,"Saran ku kepada admin, sebaiknya dibuatkan sistem bind dan unbind account. Kemudian setelah update malah force close sendiri, coba di 2 hp sama aja kirain hp nya"
Saputra Pratama,3,10/11/2024 9:31,"Setelah diupgrade malah keluar keluaran, jadi aneh tolong perbaiki lagi sistemnya, bug aneh"
Febrian Idzni Fazari,1,10/11/2024 8:36,"Bagi player comeback atau pemula sangat tidak adil, sekarang ini game jadi P2W tidak seperti gameplay dulu"
Fiona Zeasyabani,1,10/11/2024 8:17,Tidak dapat menikmati permainan monopoli sebenarnya.. di karenakan terlalu mudah untuk kalah atau menang..
Mas Calmz,5,10/11/2024 7:12,"Kalo pingin bagus OP ya beli lah. Gratisan mah lewat. Beneran, coba aja. Dasar game pembual."
Irena Nancy,2,10/11/2024 4:38,"game nya bagus, sayangnya kita selalu kalah oleh hero yang bagus dan pendant yang banyak, cape hati belom apa apa udah tbtb landmark dibikin"
nata indra gt,1,10/11/2024 0:09,"Perbaiki bug login nya wahai developer, yakali cuman bisa pakai data untuk login"
wisnu lingga,1,10/10/2024 12:22,"force close terus mana baru instal lagi, udah selesai download dalemnya pas mau login malah force close"
lidia rosni,2,10/10/2024 6:32,"Nyebelin, setelah di-update,gak ngapa2in kok keluar sendiri"
I H A D E S,4,10/10/2024 2:01,"tolong server nya di benerin, setiap login pagi/siang selalu keluar² sediri nggak mau masuk"
Nita Fitri,3,10/9/2024 18:58,Udh berkali2 di unistal lalu di instal lg tp ttp gak mau masuk ke permainannya.Selalu keluar lg keluar lg.Tolonglah habis kuota saya ni
Abdul Aziz Yusuf T.,1,10/9/2024 13:48,tolong dong kalo abis update jangan keluar keluaran terus ram masih cukup tapi setiap login malah keluar tiba tiba.
Syulaiman Effendy,4,10/9/2024 12:16,"Game PAOK keluar2 sendiri, bukannya makin bagus malah gak beres ini game.."
yusamr _,1,10/9/2024 10:04,"Mohon untuk di perbaiki laik bug nya, suara yg terlalu keras, dan baru aja menginstal nya dan ku buka mau masuk ke lobi selalu keluar sendiri. Mohon di perbaiki, aku player lama ingin memainkannya lagi, sekarang di hp redmi note 10 pro selalu keluar sendiri saat masuk lobi."
jody ramadhan,1,10/8/2024 18:29,"Tolong lah kalo abis beli langsung nasuk ke mailbox saya sering beli juga dapetnya ampas, saya beli pass udah berhasil tapi masih ke kunci"
larenzo barosta,1,10/8/2024 18:29,"Ini Game makin rusak asleeee Force close sendiri anjir, padahal memori Hp masih kosong"
siu chin,5,10/8/2024 14:57,"pemain baru lebih baik main team ,siapa tahu ketemu team yg jago pasti menang,usahakan kumpulin dm dulu yg banyak untuk gatcha kartu op dan pendnat bagus"
Grace Blueray Cargo,1,10/8/2024 14:49,Abis update malah stuck di login tb2 keluar mulu
Arif Syahbana,1,10/8/2024 14:25,"Game tidak adil wkwkwkw Di benerin sistem permainan nya min Benar komen komen disini, akun level tinggi harus dengan akun yg level tinggi juga, jadi harus sesuai dengan level atau karakter. Jangan di kasih random, level rendah ketemu dengan level tinggi. Permainan jd tidak seru karena akun rendah hanya jadi bantalan. Tp apalah arti komen ini, karena ini semua hanya permainan dan development nya ttp happy happy aja. Semoga game ini di takedown saja hihihi"
Rasthy Ran,3,10/8/2024 11:06,Mau main aja susah 🥲 banyak iklannya. Padahal dulu gx begini. Aku harus buat akun baru karna udh gx nyambung k fb..
Andi Yulianto,1,10/8/2024 5:23,"Payah gak tau knpa gak bisa masuk , padahal udah di update tijel"
Onyet Cungking,1,10/8/2024 4:08,tolong diperbaiki aplikasinya selalu force close
Xiaomi Redmi,4,10/8/2024 3:05,"Kenapa jadi gampang FC ya , setelah ada pembaruan"
Fauzan Prasetiyo,1,10/7/2024 22:00,"pada bagian ""touch the screen"" malah force close bukannya masuk ke dalam game"
